molecule_chembl_id,target_chembl_id,assay_chembl_id,pchembl_value,standard_relation,standard_type
CHEMBL54,CHEMBL217,CHEMBL2208721,8.55,=,Ki
CHEMBL54,CHEMBL2056,CHEMBL2208723,6.97,=,Ki
CHEMBL553,CHEMBL1824,CHEMBL2320919,6.8,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL2327214,6.8,=,IC50
CHEMBL549,CHEMBL228,CHEMBL2340407,7.8,=,Ki
CHEMBL521,CHEMBL221,CHEMBL2383401,6.54,=,IC50
CHEMBL567,CHEMBL217,CHEMBL2390217,9.52,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL2398947,7.82,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL2406228,6.58,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL2406230,9.15,=,IC50
CHEMBL535,CHEMBL1862,CHEMBL2406229,6.3,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL2406186,7.55,=,IC50
CHEMBL553,CHEMBL279,CHEMBL2422667,7.3,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL2434540,8.05,=,IC50
CHEMBL535,CHEMBL1913,CHEMBL2434541,7.97,=,IC50
CHEMBL535,CHEMBL279,CHEMBL2434542,8.4,=,IC50
CHEMBL54,CHEMBL240,CHEMBL3090833,8.0,=,IC50
CHEMBL549,CHEMBL240,CHEMBL3090833,8.0,=,IC50
CHEMBL549,CHEMBL228,CHEMBL3095435,7.05,=,IC50
CHEMBL54,CHEMBL224,CHEMBL3106892,6.78,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3106891,9.22,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3106129,8.45,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3106129,8.46,=,Ki
CHEMBL553,CHEMBL1824,CHEMBL3118713,6.43,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL3226014,6.92,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3222870,9.22,=,Ki
CHEMBL54,CHEMBL224,CHEMBL3222871,6.78,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3239709,8.85,=,Ki
CHEMBL54,CHEMBL234,CHEMBL3239710,8.7,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3265956,9.07,=,Ki
CHEMBL535,CHEMBL1868,CHEMBL3296760,8.7,=,Ki
CHEMBL535,CHEMBL1936,CHEMBL3296768,8.4,=,Ki
CHEMBL535,CHEMBL1913,CHEMBL3296759,8.1,=,Ki
CHEMBL535,CHEMBL279,CHEMBL3296758,8.05,=,Ki
CHEMBL535,CHEMBL1955,CHEMBL3296756,7.77,=,Ki
CHEMBL535,CHEMBL240,CHEMBL3296755,6.3,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3293231,9.15,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3293231,9.15,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3297244,8.4,=,Ki
CHEMBL535,CHEMBL279,CHEMBL3378499,7.52,=,Kd
CHEMBL54,CHEMBL234,CHEMBL3372143,10.22,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3372144,9.8,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3369121,9.09,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3369122,9.07,=,Ki
CHEMBL54,CHEMBL234,CHEMBL3369123,8.59,=,Ki
CHEMBL535,CHEMBL279,CHEMBL3373860,7.4,=,IC50
CHEMBL54,CHEMBL224,CHEMBL3366153,6.92,=,Ki
CHEMBL54,CHEMBL2056,CHEMBL3366155,6.92,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3366156,9.05,=,Ki
CHEMBL54,CHEMBL234,CHEMBL3366157,8.6,=,Ki
CHEMBL54,CHEMBL231,CHEMBL3366162,6.36,=,Ki
CHEMBL54,CHEMBL234,CHEMBL3387741,7.79,=,Ki
CHEMBL553,CHEMBL1824,CHEMBL3375022,6.7,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3413541,8.4,=,Ki
CHEMBL535,CHEMBL2041,CHEMBL3428795,6.66,=,IC50
CHEMBL535,CHEMBL2041,CHEMBL3428926,6.65,=,IC50
CHEMBL553,CHEMBL4355,CHEMBL3428181,8.51,=,Kd
CHEMBL54,CHEMBL217,CHEMBL3626473,9.02,=,Ki
CHEMBL54,CHEMBL234,CHEMBL3626474,8.17,=,Ki
CHEMBL535,CHEMBL279,CHEMBL3636170,7.41,=,IC50
CHEMBL54,CHEMBL224,CHEMBL3705548,7.0,=,Ki
CHEMBL54,CHEMBL217,CHEMBL3707630,9.15,=,Ki
CHEMBL54,CHEMBL231,CHEMBL3707498,6.11,=,Ki
CHEMBL54,CHEMBL229,CHEMBL3707631,7.96,=,Ki
CHEMBL571,CHEMBL230,CHEMBL3745493,7.21,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL3750871,6.39,=,IC50
CHEMBL535,CHEMBL279,CHEMBL3757594,7.1,=,IC50
CHEMBL535,CHEMBL279,CHEMBL3766503,7.75,=,IC50
CHEMBL54,CHEMBL217,CHEMBL3783165,8.02,=,Ki
CHEMBL535,CHEMBL4895,CHEMBL3811326,8.05,=,IC50
CHEMBL535,CHEMBL279,CHEMBL3829138,6.85,=,IC50
CHEMBL535,CHEMBL3830,CHEMBL3991602,6.44,=,Kd
CHEMBL535,CHEMBL4522,CHEMBL3991633,7.06,=,Kd
CHEMBL535,CHEMBL3829,CHEMBL3991642,6.05,=,Kd
CHEMBL535,CHEMBL4224,CHEMBL3991668,6.36,=,Kd
CHEMBL535,CHEMBL4225,CHEMBL3991669,6.04,=,Kd
CHEMBL535,CHEMBL2828,CHEMBL3991675,6.06,=,Kd
CHEMBL535,CHEMBL4937,CHEMBL3991676,6.07,=,Kd
CHEMBL535,CHEMBL1974,CHEMBL3991719,8.7,=,Kd
CHEMBL553,CHEMBL4355,CHEMBL3991722,6.29,=,Kd
CHEMBL535,CHEMBL2835,CHEMBL3991743,6.32,=,Kd
CHEMBL535,CHEMBL6167,CHEMBL3991746,6.13,=,Kd
CHEMBL535,CHEMBL5749,CHEMBL3991764,6.6,=,Kd
CHEMBL535,CHEMBL5432,CHEMBL3991766,6.28,=,Kd
CHEMBL535,CHEMBL6166,CHEMBL3991767,6.57,=,Kd
CHEMBL535,CHEMBL1913,CHEMBL3991817,8.4,=,Kd
CHEMBL535,CHEMBL2349,CHEMBL3991823,6.18,=,Kd
CHEMBL535,CHEMBL2041,CHEMBL3991867,7.48,=,Kd
CHEMBL535,CHEMBL3125,CHEMBL3991874,6.24,=,Kd
CHEMBL553,CHEMBL3981,CHEMBL3991890,6.14,=,Kd
CHEMBL535,CHEMBL2073,CHEMBL3991925,6.12,=,Kd
CHEMBL535,CHEMBL1913,CHEMBL4001103,8.7,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4001102,7.1,=,IC50
CHEMBL549,CHEMBL228,CHEMBL4001852,8.17,=,IC50
CHEMBL535,CHEMBL4203,CHEMBL4003365,7.54,=,Kd
CHEMBL535,CHEMBL4225,CHEMBL4003363,7.7,=,Kd
CHEMBL535,CHEMBL4224,CHEMBL4003362,7.66,=,Kd
CHEMBL535,CHEMBL1974,CHEMBL4007939,7.92,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL4007941,8.6,=,IC50
CHEMBL535,CHEMBL2007,CHEMBL4007942,6.89,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL4007943,6.46,=,IC50
CHEMBL535,CHEMBL240,CHEMBL4007981,6.3,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL4020523,6.21,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL4020522,6.9,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL4020521,7.0,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL4020520,8.96,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4033254,7.1,=,IC50
CHEMBL535,CHEMBL4311,CHEMBL4035579,6.3,=,Ki
CHEMBL535,CHEMBL4524,CHEMBL4035578,6.3,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4041093,8.85,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4044352,9.38,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4044353,9.6,=,Ki
CHEMBL54,CHEMBL234,CHEMBL4044355,8.64,=,Ki
CHEMBL535,CHEMBL4895,CHEMBL4057792,8.05,=,IC50
CHEMBL549,CHEMBL228,CHEMBL4122691,8.2,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL4135135,6.96,=,IC50
CHEMBL553,CHEMBL4355,CHEMBL4145343,8.51,=,Kd
CHEMBL553,CHEMBL5838,CHEMBL4178362,8.0,=,IC50
CHEMBL54,CHEMBL217,CHEMBL4195136,8.23,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4229838,8.7,=,Ki
CHEMBL54,CHEMBL3155,CHEMBL4229837,6.39,=,Ki
CHEMBL54,CHEMBL224,CHEMBL4229834,7.05,=,Ki
CHEMBL535,CHEMBL279,CHEMBL4231547,7.27,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4268024,8.33,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL4274204,7.04,=,IC50
CHEMBL535,CHEMBL3830,CHEMBL4305760,7.96,=,Kd
CHEMBL535,CHEMBL3830,CHEMBL4305756,7.32,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4307050,7.1,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL4315076,7.52,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL4315074,6.6,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL4315075,7.3,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4327493,7.19,=,IC50
CHEMBL54,CHEMBL234,CHEMBL4344299,8.29,=,Ki
CHEMBL54,CHEMBL234,CHEMBL4344299,8.24,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4344297,8.21,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4344297,8.21,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4368000,8.35,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4368222,8.49,=,Ki
CHEMBL535,CHEMBL1936,CHEMBL4379571,7.32,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL4379572,7.51,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL4386485,7.32,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL4386487,7.1,=,IC50
CHEMBL553,CHEMBL4355,CHEMBL4394507,8.51,=,Kd
CHEMBL553,CHEMBL4355,CHEMBL4394509,6.04,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4398894,7.54,=,IC50
CHEMBL54,CHEMBL217,CHEMBL4401065,8.35,=,Ki
CHEMBL535,CHEMBL1974,CHEMBL4401421,8.37,=,Kd
CHEMBL535,CHEMBL1974,CHEMBL4401422,9.0,=,Kd
CHEMBL535,CHEMBL1974,CHEMBL4401425,9.37,=,Kd
CHEMBL54,CHEMBL217,CHEMBL4416273,9.31,=,Kd
CHEMBL54,CHEMBL217,CHEMBL4416273,9.33,=,Ki
CHEMBL553,CHEMBL1824,CHEMBL4432464,6.43,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4433475,7.1,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL4433478,7.19,=,IC50
CHEMBL553,CHEMBL4355,CHEMBL4481522,8.51,=,Kd
CHEMBL553,CHEMBL4355,CHEMBL4610425,8.51,=,Kd
CHEMBL553,CHEMBL1824,CHEMBL4617510,6.29,=,IC50
CHEMBL549,CHEMBL228,CHEMBL4619933,7.87,=,IC50
CHEMBL54,CHEMBL217,CHEMBL4625240,8.25,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4625526,8.25,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4628381,8.71,=,Ki
CHEMBL553,CHEMBL1824,CHEMBL4628614,6.43,=,IC50
CHEMBL553,CHEMBL4355,CHEMBL4667720,8.51,=,Kd
CHEMBL54,CHEMBL217,CHEMBL4685403,8.73,=,Ki
CHEMBL535,CHEMBL279,CHEMBL4711015,7.12,=,IC50
CHEMBL54,CHEMBL217,CHEMBL4723517,9.92,=,Ki
CHEMBL549,CHEMBL228,CHEMBL4723562,8.8,=,Ki
CHEMBL553,CHEMBL4355,CHEMBL4736838,8.51,=,Kd
CHEMBL535,CHEMBL1974,CHEMBL4768827,7.6,=,IC50
CHEMBL535,CHEMBL4045,CHEMBL4769103,6.8,=,IC50
CHEMBL535,CHEMBL2116,CHEMBL4769105,7.21,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4769107,6.34,=,IC50
CHEMBL549,CHEMBL228,CHEMBL4769735,8.52,=,IC50
CHEMBL54,CHEMBL217,CHEMBL4815484,9.58,=,Ki
CHEMBL54,CHEMBL234,CHEMBL4815485,8.95,=,Ki
CHEMBL535,CHEMBL1974,CHEMBL4823733,9.1,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL4823734,9.15,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL4823735,8.85,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL4823737,7.08,=,IC50
CHEMBL535,CHEMBL2007,CHEMBL4823738,7.56,=,IC50
CHEMBL535,CHEMBL1913,CHEMBL4823739,7.98,=,IC50
CHEMBL535,CHEMBL1868,CHEMBL4823740,7.04,=,IC50
CHEMBL535,CHEMBL279,CHEMBL4823741,7.12,=,IC50
CHEMBL54,CHEMBL217,CHEMBL4842092,8.2,=,Ki
CHEMBL54,CHEMBL217,CHEMBL4842092,8.2,=,Ki
CHEMBL54,CHEMBL234,CHEMBL4842098,7.64,=,Ki
CHEMBL54,CHEMBL234,CHEMBL4842098,7.64,=,Ki
CHEMBL549,CHEMBL228,CHEMBL4842938,7.23,=,IC50
CHEMBL567,CHEMBL3577,CHEMBL5031648,6.28,=,IC50
CHEMBL54,CHEMBL217,CHEMBL5046486,8.45,=,Ki
CHEMBL54,CHEMBL234,CHEMBL5046488,8.36,=,Ki
CHEMBL54,CHEMBL224,CHEMBL5046637,7.64,=,Ki
CHEMBL54,CHEMBL217,CHEMBL5046640,8.73,=,Ki
CHEMBL549,CHEMBL228,CHEMBL5047397,8.24,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5054522,8.33,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5057528,7.08,=,IC50
CHEMBL535,CHEMBL5784,CHEMBL5096567,7.32,=,IC50
CHEMBL535,CHEMBL3830,CHEMBL5131608,7.35,=,IC50
CHEMBL535,CHEMBL3830,CHEMBL5131609,7.46,=,Kd
CHEMBL553,CHEMBL4355,CHEMBL5131610,7.42,=,IC50
CHEMBL553,CHEMBL4355,CHEMBL5131611,7.68,=,Kd
CHEMBL535,CHEMBL4355,CHEMBL5131962,7.7,=,Kd
CHEMBL553,CHEMBL4355,CHEMBL5131962,8.51,=,Kd
CHEMBL535,CHEMBL3830,CHEMBL5131963,7.96,=,Kd
CHEMBL535,CHEMBL1974,CHEMBL5133774,7.52,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5133781,6.6,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5133782,7.3,=,IC50
CHEMBL54,CHEMBL217,CHEMBL5133886,8.58,=,Ki
CHEMBL54,CHEMBL234,CHEMBL5133887,7.87,=,Ki
CHEMBL535,CHEMBL2041,CHEMBL5151901,8.3,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5151911,9.4,=,IC50
CHEMBL535,CHEMBL1913,CHEMBL5151913,8.41,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5151915,8.6,=,IC50
CHEMBL535,CHEMBL2007,CHEMBL5151928,8.16,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5151929,8.3,=,IC50
CHEMBL535,CHEMBL5464,CHEMBL5152899,6.43,=,Kd
CHEMBL553,CHEMBL1824,CHEMBL5215095,6.92,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5230497,7.3,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5230498,6.6,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL5230832,7.15,=,IC50
CHEMBL54,CHEMBL234,CHEMBL5240508,7.27,=,Ki
CHEMBL535,CHEMBL5467,CHEMBL5252280,6.24,=,Kd
CHEMBL535,CHEMBL1955,CHEMBL5252744,7.62,=,IC50
CHEMBL535,CHEMBL1868,CHEMBL5252745,7.82,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5252748,7.99,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5252777,8.06,=,IC50
CHEMBL535,CHEMBL3830,CHEMBL5321736,7.96,=,Kd
CHEMBL535,CHEMBL1974,CHEMBL5327607,7.6,=,IC50
CHEMBL54,CHEMBL217,CHEMBL5335368,8.02,=,Ki
CHEMBL535,CHEMBL279,CHEMBL5352293,7.4,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5358897,7.46,=,IC50
CHEMBL54,CHEMBL217,CHEMBL5362774,8.13,=,Ki
CHEMBL571,CHEMBL221,CHEMBL5370733,8.7,=,IC50
CHEMBL571,CHEMBL230,CHEMBL5370734,7.58,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL5371859,7.72,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL5371860,7.1,=,IC50
CHEMBL535,CHEMBL1913,CHEMBL5380336,6.46,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5381728,9.1,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5381729,7.57,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5381730,7.16,=,IC50
CHEMBL526,CHEMBL4794,CHEMBL5386888,8.3,=,IC50
CHEMBL535,CHEMBL5404,CHEMBL5501744,6.48,=,Kd
CHEMBL535,CHEMBL5404,CHEMBL5501744,6.0,=,IC50
CHEMBL535,CHEMBL5388,CHEMBL5501745,6.13,=,Kd
CHEMBL535,CHEMBL3830,CHEMBL5506163,7.96,=,Kd
CHEMBL535,CHEMBL3830,CHEMBL5507791,7.96,=,Kd
CHEMBL535,CHEMBL3830,CHEMBL5507799,7.11,=,IC50
CHEMBL535,CHEMBL2185,CHEMBL5508246,6.42,=,Kd
CHEMBL535,CHEMBL279,CHEMBL5509606,6.86,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5509693,6.86,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5513343,7.12,=,IC50
CHEMBL571,CHEMBL230,CHEMBL5524644,6.79,=,IC50
CHEMBL54,CHEMBL1850,CHEMBL5527103,6.83,=,Ki
CHEMBL54,CHEMBL2056,CHEMBL5527104,6.92,=,Ki
CHEMBL54,CHEMBL217,CHEMBL5527105,7.98,=,Ki
CHEMBL54,CHEMBL234,CHEMBL5527106,7.69,=,Ki
CHEMBL54,CHEMBL224,CHEMBL5527108,7.28,=,Ki
CHEMBL54,CHEMBL3155,CHEMBL5527109,6.42,=,Ki
CHEMBL54,CHEMBL229,CHEMBL5527115,7.92,=,Ki
CHEMBL54,CHEMBL1942,CHEMBL5527116,6.32,=,Ki
CHEMBL54,CHEMBL1916,CHEMBL5527117,6.26,=,Ki
CHEMBL535,CHEMBL2041,CHEMBL5531838,6.65,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5536182,6.92,=,IC50
CHEMBL549,CHEMBL228,CHEMBL5584715,8.04,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5615449,7.3,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5615450,6.6,=,IC50
CHEMBL535,CHEMBL2007,CHEMBL5635412,6.92,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5638111,6.82,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5638750,8.3,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5654220,8.05,=,IC50
CHEMBL553,CHEMBL1824,CHEMBL5663119,6.29,=,IC50
CHEMBL553,CHEMBL3009,CHEMBL5663120,6.1,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL5707318,7.1,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL5707319,7.72,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL5707333,7.4,=,IC50
CHEMBL535,CHEMBL1075104,CHEMBL5707334,7.4,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5717048,8.52,=,IC50
CHEMBL535,CHEMBL2041,CHEMBL5719105,6.0,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5719113,6.0,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5719117,6.0,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5719182,6.0,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5719195,6.0,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5719198,6.0,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5719200,6.0,=,IC50
CHEMBL535,CHEMBL2041,CHEMBL5719203,6.0,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5719289,6.0,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5719292,6.0,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5719294,6.0,=,IC50
CHEMBL535,CHEMBL2041,CHEMBL5719297,6.0,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5719383,6.0,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5719386,6.0,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5719388,6.0,=,IC50
CHEMBL535,CHEMBL2041,CHEMBL5719391,6.0,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5719476,6.0,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5719479,6.0,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5719481,6.0,=,IC50
CHEMBL535,CHEMBL2041,CHEMBL5719484,6.0,=,IC50
CHEMBL535,CHEMBL1844,CHEMBL5719569,6.0,=,IC50
CHEMBL535,CHEMBL1974,CHEMBL5719572,6.0,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL5719574,6.0,=,IC50
CHEMBL535,CHEMBL2041,CHEMBL5719577,6.0,=,IC50
CHEMBL553,CHEMBL279,CHEMBL5732419,6.9,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5733437,8.13,=,IC50
CHEMBL535,CHEMBL279,CHEMBL5734552,8.05,=,Ki
CHEMBL535,CHEMBL6000,CHEMBL6082688,7.31,=,Kd
CHEMBL553,CHEMBL1824,CHEMBL6083475,8.7,=,IC50
CHEMBL553,CHEMBL2148,CHEMBL6092759,7.85,=,IC50
CHEMBL535,CHEMBL3830,CHEMBL6094731,7.96,=,Kd
CHEMBL54,CHEMBL1904,CHEMBL6097510,7.89,=,Ki
CHEMBL535,CHEMBL279,CHEMBL6104271,6.11,=,IC50
CHEMBL563,CHEMBL230,CHEMBL6122155,6.39,=,IC50
CHEMBL535,CHEMBL4045,CHEMBL6126598,7.72,=,Kd
CHEMBL535,CHEMBL2116,CHEMBL6126599,7.05,=,Kd
CHEMBL535,CHEMBL1936,CHEMBL6155896,8.1,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL6155897,7.28,=,IC50
CHEMBL535,CHEMBL1936,CHEMBL6155898,8.08,=,IC50
CHEMBL535,CHEMBL2007,CHEMBL6155899,8.48,=,IC50
CHEMBL535,CHEMBL2007,CHEMBL6155900,6.82,=,IC50
CHEMBL535,CHEMBL2007,CHEMBL6155901,7.5,=,IC50
CHEMBL54,CHEMBL217,CHEMBL6156292,7.77,=,Ki
CHEMBL535,CHEMBL279,CHEMBL6178402,7.0,=,IC50
CHEMBL6,CHEMBL230,CHEMBL763346,7.31,=,IC50
CHEMBL6,CHEMBL221,CHEMBL766824,7.41,=,IC50
CHEMBL589,CHEMBL217,CHEMBL672313,8.14,=,Ki
CHEMBL589,CHEMBL234,CHEMBL673828,7.72,=,Ki
CHEMBL611,CHEMBL223,CHEMBL643573,8.46,=,Ki
CHEMBL611,CHEMBL232,CHEMBL651997,8.66,=,Ki
CHEMBL611,CHEMBL229,CHEMBL647665,8.14,=,Ki
CHEMBL611,CHEMBL1942,CHEMBL644764,6.38,=,Ki
CHEMBL6,CHEMBL230,CHEMBL763092,6.3,=,IC50
CHEMBL6,CHEMBL221,CHEMBL772765,6.8,=,IC50
CHEMBL6,CHEMBL221,CHEMBL763484,6.82,=,IC50
CHEMBL6,CHEMBL230,CHEMBL763081,6.3,=,IC50
CHEMBL6,CHEMBL230,CHEMBL768958,6.4,=,IC50
CHEMBL595,CHEMBL235,CHEMBL760004,6.01,=,EC50
CHEMBL596,CHEMBL233,CHEMBL751572,8.54,=,Ki
CHEMBL6,CHEMBL5071,CHEMBL881340,7.3,=,Ki
CHEMBL6,CHEMBL221,CHEMBL917001,7.44,=,IC50
CHEMBL6,CHEMBL230,CHEMBL901402,6.16,=,IC50
CHEMBL6,CHEMBL221,CHEMBL901401,6.3,=,IC50
CHEMBL6,CHEMBL221,CHEMBL970164,6.58,=,IC50
CHEMBL589,CHEMBL234,CHEMBL981460,7.44,=,Ki
CHEMBL589,CHEMBL217,CHEMBL981461,6.16,=,Ki
CHEMBL6,CHEMBL221,CHEMBL1010180,7.55,=,IC50
CHEMBL595,CHEMBL235,CHEMBL1116011,6.52,=,EC50
CHEMBL6,CHEMBL230,CHEMBL1168969,6.3,=,IC50
CHEMBL6,CHEMBL221,CHEMBL1168960,6.7,=,IC50
CHEMBL6,CHEMBL230,CHEMBL1168961,6.3,=,IC50
CHEMBL6,CHEMBL230,CHEMBL1177197,8.0,=,IC50
CHEMBL595,CHEMBL235,CHEMBL1219180,6.85,=,EC50
CHEMBL595,CHEMBL2039,CHEMBL1227162,6.53,=,IC50
CHEMBL595,CHEMBL235,CHEMBL1638638,6.07,=,IC50
CHEMBL6,CHEMBL221,CHEMBL1639154,6.58,=,IC50
CHEMBL595,CHEMBL235,CHEMBL1647859,6.41,=,EC50
CHEMBL6,CHEMBL230,CHEMBL1781472,6.12,=,IC50
CHEMBL6,CHEMBL221,CHEMBL1817368,7.47,=,IC50
CHEMBL6,CHEMBL230,CHEMBL1821165,8.0,=,IC50
CHEMBL595,CHEMBL235,CHEMBL1821157,6.52,=,EC50
CHEMBL6,CHEMBL221,CHEMBL1833642,7.16,=,IC50
CHEMBL595,CHEMBL205,CHEMBL1909123,6.94,=,IC50
CHEMBL6,CHEMBL221,CHEMBL1909130,7.82,=,IC50
CHEMBL595,CHEMBL235,CHEMBL1960410,6.24,=,EC50
CHEMBL595,CHEMBL2039,CHEMBL2032537,6.3,=,Ki
CHEMBL6,CHEMBL230,CHEMBL2061526,6.3,=,IC50
CHEMBL6,CHEMBL221,CHEMBL2066345,7.3,=,IC50
CHEMBL6,CHEMBL230,CHEMBL2066346,6.12,=,IC50
CHEMBL6,CHEMBL230,CHEMBL2161532,7.32,=,IC50
CHEMBL6,CHEMBL221,CHEMBL2175785,7.36,=,IC50
CHEMBL595,CHEMBL235,CHEMBL2182819,6.7,=,EC50
CHEMBL595,CHEMBL235,CHEMBL2215753,6.1,=,EC50
CHEMBL6,CHEMBL221,CHEMBL3061099,7.0,=,IC50
CHEMBL6,CHEMBL230,CHEMBL3062030,7.04,=,Kd
CHEMBL6,CHEMBL221,CHEMBL3062029,6.6,=,Kd
CHEMBL595,CHEMBL235,CHEMBL3057028,6.22,=,EC50
CHEMBL58,CHEMBL1743126,CHEMBL2320298,6.72,=,IC50
CHEMBL58,CHEMBL1743126,CHEMBL2320299,6.4,=,IC50
CHEMBL58,CHEMBL1743127,CHEMBL2320300,6.28,=,IC50
CHEMBL58,CHEMBL1743127,CHEMBL2320304,6.08,=,IC50
CHEMBL58,CHEMBL1743126,CHEMBL2320306,6.28,=,IC50
CHEMBL6,CHEMBL1871,CHEMBL2329799,9.85,=,EC50
CHEMBL6,CHEMBL221,CHEMBL2329809,7.7,=,IC50
CHEMBL58,CHEMBL5251,CHEMBL2330105,6.0,=,IC50
